SKU,Articulo,Precio_Publico,Sucursal_Bodega,Stock_Actual
CAIT0003,BOTE INTEGRAL 3 X 5.5CM*,39,Almacen Uno                                                 ,118
MR16LED65B,MR16 6.5 W LED LUZ BLANCA BOOMER 6500,43.74,Almacen Uno                                                 ,118
JLCR25,LUMINARIA LED REDONDA 25W MODELO JLCR-25,262.08,Almacen Uno                                                 ,118
LEVI0011,TAPA DECORA 1 UNIDAD NYLON 80401-0IG,98.865,Almacen Uno                                                 ,117
THBR0002,TORNILLO HEXAGONAL BRONCE SILICIO 3/8 X 1*,29.63,Almacen Uno                                                 ,117
THBR0003,"TORNILLO HEXAGONAL BRONCE SILICIO 3/8 X 1 1/2""*",29.63,Almacen Uno                                                 ,117
ZACC0023,TERM OJO SIN AISLAR C/CORTO CAL. 2/0-3/8*,39.48,Almacen Uno                                                 ,117
COLR0002,"CONDULET LR 3/4""""",74.15,Almacen Uno                                                 ,117
CDPV0005,"CODO PVC T. PESADO 1 1/2""*",23.63,Almacen Uno                                                 ,117
COCR0008,"COPLE CON ROSCA 3""*",220.01,Almacen Uno                                                 ,117
TGSR0007,"TUB GALV SIN ROSCA 2 1/2""*",866.43,Almacen Uno                                                 ,117
CDSR0004,"CODO SIN ROSCA 1 1/4""*",126.15,Almacen Uno                                                 ,117
QOB115,ITM ATORNILLABLE 1X15*,224.7,Almacen Uno                                                 ,117
ILV0003,APAGADOR TRIPLE POLICARBONATO METAL BLANCO*,105,Almacen Uno                                                 ,117
28159,"PINZAS DE CORTE DIAGONAL 6""",59.48,Almacen Uno                                                 ,117
11224,"BROCA PARA CONCRETO 3/8 X 6""*",35,Almacen Uno                                                 ,117
13471,"LUBRICANTE MULTIUSOS EN AEROSOL, 400 ML (14OZ)*",66.38,Almacen Uno                                                 ,117
CAFS0001,"CAJA FST 1/2""*",107.52,Almacen Uno                                                 ,117
CANA0006,CANALETAS 35 X 17 SIN ADHESIVO 2.5 MT DIVIDIDA,72.41,Almacen Uno                                                 ,117
47953,"MODULO BLANCO DIMMER GIRATORIO BLANCO, 1.5 MOD",75.86,Almacen Uno                                                 ,117
49149,RAQUETA ELECTRICA RECARGABLE VOLTEC*,93.97,Almacen Uno                                                 ,117
57016,JALADOR DE LAMINA REFORZADA 50 CM,73.28,Almacen Uno                                                 ,117
ZACL0029,"ZAPATA PONCH C/L 1B CAL. 250-1/2""*",121.5,Almacen Uno                                                 ,117
ZACL0056,"ZAPATA PONCH C/L 2B CAL. 2-3/8""*",72.57,Almacen Uno                                                 ,117
ZACL0013,ZAPATA PONCH C/L CU 1B CAL 500 1/2 *,55.5,Almacen Uno                                                 ,117
TOCL0006,TOPE CAÑON LARGO CAL. 2*,28.94,Almacen Uno                                                 ,117
COC0003,"CONDULET C 1""",113.78,Almacen Uno                                                 ,117
BAMA0005,"BASE PARA MASTIL 2""",40.25,Almacen Uno                                                 ,117
TOAC0012,"TORNILLO ACERO INOXIDABLE 1/2"" X 1 1/2""*",22.5,Almacen Uno                                                 ,117
MUF0004,MUFA 1 1/4*,45.86,Almacen Uno                                                 ,117
CTZA0002,"CONECTOR ZAPA RECTO 3/4""*",14.64,Almacen Uno                                                 ,117
CTLI0003,"CONECT RECTO LICUTITE 3/4""*",35.15,Almacen Uno                                                 ,117
CTLI0007,"CONECT RECTO LICUTITE 2""¨*",139.29,Almacen Uno                                                 ,117
COT0002INA,"CONDULET OT 3/4""""",82.55,Almacen Uno                                                 ,117
100079,DISPENSADOR CON 10 CUCHILLAS PARA NV-7X Y NM-6*,82.8,Almacen Uno                                                 ,116
TERM2,TERMOCONTRACTIL TERMOFIL 600V 2 RISER,72,Almacen Uno                                                 ,110.5
RACO0003,CAJA MET 4X4 KO 1/2  PROFUNDA 1-1/2  RACO,44.01,Almacen Uno                                                 ,110
CTFO0008,JGO CONECTOR MC4 HEMBRA Y MACHO CAL 10,74.64,Almacen Uno                                                 ,110
RACO0001,CAJA MET 2X4 KO 1/52 (11) PROFUNDA 1-7/8 RACO,38.88,Almacen Uno                                                 ,108
49000,"VALVULA ESFERA LATON ROSCABLE 1/2"" FOSET",0,Almacen Uno                                                 ,108
22344,"DISCO TIPO 41 DE 4-1/2' X 1.2 MM CORTE FINO DE METAL, PRETUL",9.045,Almacen Uno                                                 ,107
20005,CINDA DOBLE CARA DE 19M X 5M,25.86,Almacen Uno                                                 ,107
49362,"SAPO DE 2"" DE SILICONA PARA WC, ROJO, C/CADENA DE ACERO INOX",39.66,Almacen Uno                                                 ,107
LEVI0033,"CLAVIJA 2P 3H 15A 125V 515PR""",64.68,Almacen Uno                                                 ,106
25130,"ENCENDEDOR MULTIUSOS, RECARGABLE, 27 CM, PRETUL",26.72,Almacen Uno                                                 ,105
ILV0006,APAGADOR TRIPLE BRUSHED METAL NEGRO*,120.75,Almacen Uno                                                 ,105
46235,CUELLO DE CERA CON GUIA PARA WC ROBUSTO 250G*,39.66,Almacen Uno                                                 ,104
LEVI0040,CLAVIJA RECTA 2P 3H 15A 125V L5-15P,60.495,Almacen Uno                                                 ,104
QOB215,ITM ATORNILLABLE 2X15,840.74,Almacen Uno                                                 ,104
QO160,INTERRUPTOR QO 1X60A*,215.5,Almacen Uno                                                 ,104
CDSR0005,"CODO SIN ROSCA 1 1/2""*",146.13,Almacen Uno                                                 ,104
TGSR0004,"TUB GALV SIN ROSCA 1 1/4""*",309.11,Almacen Uno                                                 ,104
TULI0005,"TUBO LICUTITE 1 1/4""",120.4,Almacen Uno                                                 ,104
TOHE0017,"TORNILLO CAB HEXA 3/8"" X 3/4""*",2.57,Almacen Uno                                                 ,104
18T8LED120,LAMPARA LED TUBO T8 18W 6500K 100-227V CRISTAL OPALINO,72,Almacen Uno                                                 ,104
FULG0007,PLACA PALANCA VERTICAL MARFIL*,10,Almacen Uno                                                 ,104
LITH0002,LUM SALIDA DE EMERGENCIA LITHONIA *,853.45,Almacen Uno                                                 ,104
ZACC0028,"ZAPATA PONCH C/C 2B CAL. 500-1/2""*",805.44,Almacen Uno                                                 ,104
48022,"CONTACTO DUPLEX, TIERRA AISLADA, 20A, LINEA ESTANDAR*",47.41,Almacen Uno                                                 ,104
49225,REGULADOR DE GAS L.P. DE 1 VIA*,142.24,Almacen Uno                                                 ,104
49112,"LLAVE ANGULAR 1/2"" * 1/2*",75,Almacen Uno                                                 ,104
ML102B,SERIE 100 LUCES LED 5MTS BCA*,77.59,Almacen Uno                                                 ,104
EATO0002,"PLACA P/CONT DUPLEX MARFIL 2132V-BOX EATON""",9.77,Almacen Uno                                                 ,104
LEVI0008,PLACA P/CONTACTO DUPLEX MARFIL 80401-I*,12.6,Almacen Uno                                                 ,104
LEVI0031,"APAGADOR DECORA DOBLE 15A, 120/277V 5634W""",234.27,Almacen Uno                                                 ,104
15180,LENTES DE SEGURIDAD SPORT CON CORDON,87.93,Almacen Uno                                                 ,104
22708,"PINZAS PARA ELECTRISISTA 8"" MANGO DE VINIL*",73.28,Almacen Uno                                                 ,104
ZACL0002,"ZAPATA PONCH C/L 1B CAL. 6-1/4""**",23.99,Almacen Uno                                                 ,104
S00352,LUMINARIA DE EMERGENCIA LED R2F 2.4W,401.85,Almacen Uno                                                 ,104
COWP0009,"COPLE WP 4""*",727.65,Almacen Uno                                                 ,104
CTLI0018,"CONECT CURVO LICUTITE 1""",100.62,Almacen Uno                                                 ,104
CTLI0005,"CONECT RECTO LICUTITE 1 1/4""",83.07,Almacen Uno                                                 ,104
CTLI0021,"CONECT CURVO LICUTITE 2""*",278,Almacen Uno                                                 ,104
REDU0011,"RED AL 2""-1 1/2""",69.66,Almacen Uno                                                 ,104
COC0005,"CONDULET C 1 1/2""""",244.35,Almacen Uno                                                 ,104
SF059,KIT RONDANA 38MM SPUD,41.53,Almacen Uno                                                 ,104
L22S38A,CANDADO DE ACERO GANCHO CORTO LOCK 3 NIVELES,64.5,Almacen Uno                                                 ,104
46930,"CONECTOR RECTO 1/2' PARA TUBO LIQUID TIGHT, VOLTECK",23.28,Almacen Uno                                                 ,100
CDPV0008,"CODO PVC T. PESADO 3""*",86.16,Almacen Uno                                                 ,99
CEME0001,PEGAMENTO PVC 1/4  LITRO,105.75,Almacen Uno                                                 ,98
FKSF1265,PANEL LED SOBREPUESTO 12W (6500K)*,123.82,Almacen Uno                                                 ,93
12502,AISLANTE VERDE ELECTRICO 19MM*18M*,18.97,Almacen Uno                                                 ,92
10933,CINTA PARA DUCTO FLEXIBLE 48 * 150M*,142.24,Almacen Uno                                                 ,91
10848,"GUANTES PARA MECANICO, PALMA REFORZADA*",150.82,Almacen Uno                                                 ,91
10235,FUMIGADOR 2LT DOMESTICO*,125,Almacen Uno                                                 ,91
20668,"CINTA MASKING TAPE DE 1/2"" X 50M",16.38,Almacen Uno                                                 ,91
17111,LIMPIADOR DE CARBURADOR 470ML 16OZ TRUPER*,75,Almacen Uno                                                 ,91
LEVI0100,"CONTACTO FIJO 4F, 5H, 30A, 277-480V, L2230R""",1485.47,Almacen Uno                                                 ,91
ORBI0010,"CAJA FS 3/4"" 4X4 3H ORBT 2B753*",207.3,Almacen Uno                                                 ,91
47895,"PLACA ARMADA NEGRA 1 INTERRUPTOR 3 MÓDULOS, LISBOA, VOLTECK",32.76,Almacen Uno                                                 ,91
47851,PLACA ACERO CONTACTO + 2 USB LISBOA*,168.1,Almacen Uno                                                 ,91
47841,PLACA ACERO 1 INTERRRUPTOR 2 ESCALERA 1.5 LISBOA,83.62,Almacen Uno                                                 ,91
100817,"LLAVE PARA MAGUERA DE LATON 140G 1/2"" A GRANEL",81.9,Almacen Uno                                                 ,91
102242,"DESARMADOR DIELECTRICO PLANO 7/32"" * 5""",68.1,Almacen Uno                                                 ,91
FKS5050D,DRIVER RGB Y CONTROL REMOTO*,260.88,Almacen Uno                                                 ,91
ESTE0014,EP240C ITM 2X40 CURVA C ESTEVEZ*,248.85,Almacen Uno                                                 ,91
UNNO0104,N1373.9-AZ CHASIS COLOR AZUL,44,Almacen Uno                                                 ,91
COLB0003,"CONDULET LB 1""""",101.9,Almacen Uno                                                 ,91
COLL0003,"CONDULET LL 1""",101.27,Almacen Uno                                                 ,91
BAMA0001,"BASE PARA MASTIL 3/4""",35.02,Almacen Uno                                                 ,91
CTSR0006,"CONECTOR CON TORNILLO 2""*",63.4,Almacen Uno                                                 ,91
COT0005,"CONDULET OT 1 1/2""""",242.52,Almacen Uno                                                 ,91
COT0006,"CONDULET OT 2""""",484.4,Almacen Uno                                                 ,91
COLR0003,"CONDULET LR 1""""",101.27,Almacen Uno                                                 ,91
ABUR0009,"ABRAZADERA U ROSCADA 1/4"" X 4 X 1/2""*",6.45,Almacen Uno                                                 ,91
SLP0001,MARCO PARA PANEL 60X60*,225,Almacen Uno                                                 ,91
SM360TSN,"SENSOR DE MOVIEMIENTO ""DE TECHO"" 360°BCO LUMMI*",489.9,Almacen Uno                                                 ,91
46984,"CONDULET 1"" CONEXION TIPO C",93.97,Almacen Uno                                                 ,91
20670,"CINTA MASKING TAPE 1""X 50*",31.03,Almacen Uno                                                 ,91
CDCR0007,"CODO CON ROSCA 2 1/2""*",763.44,Almacen Uno                                                 ,91
COCR0002,"COPLE CON ROSCA 3/4""*",12.92,Almacen Uno                                                 ,91
QO2100,INTERRUPTOR QO 2X100A*,1805,Almacen Uno                                                 ,91
FA100SMX,GABINETE SOBREPONER MARCO F 100A*,1278.12,Almacen Uno                                                 ,91
PEM1005,EMP. DIRIGIBLE LISO REDONDO BCO. P/MR16,76.5,Almacen Uno                                                 ,91
QOP0183,MR16 9W 6500K QOP,58.5,Almacen Uno                                                 ,91
ILV0005,APAGADOR DOBLE BRUSHED METAL NEGRO*,99,Almacen Uno                                                 ,91
10046936,FIXACAO BFRDWA160*,0,Almacen Uno                                                 ,91
TGCR0002,"TUB GALV C/ROSCA Y COPLE 3/4""*",487.35,Almacen Uno                                                 ,88
PAND0020,CINTA AISLANTE ST14-075 STRONHOLD*,19.65,Almacen Uno                                                 ,83
BACE0003,"FOTOCELDA 110-220V""",130.62,Almacen Uno                                                 ,83
QOP0300,SERIE NAVIDEÑA 10MTS RGB SOLAR CON CONTROL*,181.03,Almacen Uno                                                 ,81
CDCR0002,"CODO CON ROSCA 3/4""*",53.91,Almacen Uno                                                 ,80
CTPV0008,"CONECTOR PVC T. PESADO 3""*",114.2,Almacen Uno                                                 ,80
CAFS0008,CAJA FSX 3/4 5 SALIDAS,135,Almacen Uno                                                 ,80
40161,"KIT DE 20 TAQUETES 3/8' CON PIJAS #12 Y 1 BROCA 3/8', FIERO",100.86,Almacen Uno                                                 ,80
